data,hora_chegada,qtd_pacientes,tempo_medio_espera,data_hora,dia_semana,mes,qtd_prevista
2024-01-03,11,10,78.8,2024-01-03 11:00:00,2,1,7.82640873015873
2024-01-03,12,5,48.0,2024-01-03 12:00:00,2,1,7.465107142857148
2024-01-03,13,5,34.8,2024-01-03 13:00:00,2,1,5.006928044178043
2024-01-03,14,5,36.8,2024-01-03 14:00:00,2,1,6.046224567099569
2024-01-03,15,7,47.57142857142857,2024-01-03 15:00:00,2,1,6.632960317460316
2024-01-03,16,7,78.71428571428571,2024-01-03 16:00:00,2,1,6.198325785325786
2024-01-03,17,7,42.57142857142857,2024-01-03 17:00:00,2,1,7.008869047619046
2024-01-03,18,11,55.63636363636363,2024-01-03 18:00:00,2,1,7.342083333333332
2024-01-03,19,9,53.55555555555556,2024-01-03 19:00:00,2,1,11.065255952380951
2024-01-03,20,5,40.0,2024-01-03 20:00:00,2,1,9.424125000000004
2024-01-03,21,11,66.36363636363636,2024-01-03 21:00:00,2,1,9.07258928571429
2024-01-03,22,10,83.5,2024-01-03 22:00:00,2,1,10.933700396825394
2024-01-03,23,10,63.5,2024-01-03 23:00:00,2,1,4.457119047619048
2024-01-04,0,3,35.666666666666664,2024-01-04 00:00:00,3,1,6.058077561327565
2024-01-04,1,5,21.2,2024-01-04 01:00:00,3,1,3.3823809523809536
2024-01-04,2,2,70.5,2024-01-04 02:00:00,3,1,2.5436637806637803
2024-01-04,3,3,45.0,2024-01-04 03:00:00,3,1,2.9989623015873033
2024-01-04,4,1,5.0,2024-01-04 04:00:00,3,1,2.5326190476190478
2024-01-04,5,1,88.0,2024-01-04 05:00:00,3,1,1.8881329365079367
2024-01-04,6,7,38.0,2024-01-04 06:00:00,3,1,4.666738095238095
2024-01-04,7,8,58.375,2024-01-04 07:00:00,3,1,6.939214285714285
2024-01-04,8,9,32.666666666666664,2024-01-04 08:00:00,3,1,7.371101190476191
2024-01-04,9,6,67.33333333333333,2024-01-04 09:00:00,3,1,6.221975233100234
2024-01-04,10,7,39.42857142857143,2024-01-04 10:00:00,3,1,8.013849206349207
2024-01-04,11,9,59.11111111111112,2024-01-04 11:00:00,3,1,8.148482142857143
2024-01-04,12,3,64.0,2024-01-04 12:00:00,3,1,4.855428571428571
2024-01-04,13,8,69.0,2024-01-04 13:00:00,3,1,6.71957142857143
2024-01-04,14,9,47.22222222222222,2024-01-04 14:00:00,3,1,5.2695833333333315
2024-01-04,15,9,34.666666666666664,2024-01-04 15:00:00,3,1,6.7434778138528175
2024-01-04,16,8,56.75,2024-01-04 16:00:00,3,1,7.899260822510818
2024-01-04,17,7,54.0,2024-01-04 17:00:00,3,1,6.360583333333331
2024-01-04,18,10,54.2,2024-01-04 18:00:00,3,1,10.520113095238095
2024-01-04,19,10,79.8,2024-01-04 19:00:00,3,1,11.048472222222218
2024-01-04,20,8,44.75,2024-01-04 20:00:00,3,1,7.552789682539683
2024-01-04,21,4,38.25,2024-01-04 21:00:00,3,1,9.577380952380953
2024-01-04,22,11,37.54545454545455,2024-01-04 22:00:00,3,1,12.04862932900433
2024-01-04,23,4,77.75,2024-01-04 23:00:00,3,1,5.029976190476191
2024-01-05,0,5,49.6,2024-01-05 00:00:00,4,1,5.551432539682541
2024-01-05,1,3,82.33333333333333,2024-01-05 01:00:00,4,1,4.670887445887444
2024-01-05,3,2,29.0,2024-01-05 03:00:00,4,1,2.3917003968253963
2024-01-05,6,12,38.583333333333336,2024-01-05 06:00:00,4,1,4.980380952380952
2024-01-05,7,5,25.4,2024-01-05 07:00:00,4,1,4.007773809523809
2024-01-05,8,2,40.5,2024-01-05 08:00:00,4,1,4.348611111111113
2024-01-05,9,6,76.66666666666667,2024-01-05 09:00:00,4,1,7.426220238095235
2024-01-05,10,10,50.4,2024-01-05 10:00:00,4,1,6.179347222222223
2024-01-05,11,9,50.22222222222222,2024-01-05 11:00:00,4,1,5.266667027417028
2024-01-05,12,5,44.0,2024-01-05 12:00:00,4,1,6.543281746031749
2024-01-05,13,8,41.75,2024-01-05 13:00:00,4,1,6.604214285714289
2024-01-05,14,7,38.0,2024-01-05 14:00:00,4,1,6.9264623015873035
2024-01-05,15,7,53.42857142857143,2024-01-05 15:00:00,4,1,7.287422619047619
2024-01-05,16,5,47.0,2024-01-05 16:00:00,4,1,7.011523809523811
2024-01-05,17,7,41.42857142857143,2024-01-05 17:00:00,4,1,7.088934523809524
2024-01-05,18,9,73.88888888888889,2024-01-05 18:00:00,4,1,10.147416666666665
2024-01-05,19,15,71.33333333333333,2024-01-05 19:00:00,4,1,11.495932178932184
2024-01-05,20,11,55.81818181818182,2024-01-05 20:00:00,4,1,10.104001984126983
2024-01-05,21,12,60.083333333333336,2024-01-05 21:00:00,4,1,7.977138888888889
2024-01-05,22,7,48.142857142857146,2024-01-05 22:00:00,4,1,9.81772023809524
2024-01-05,23,5,61.8,2024-01-05 23:00:00,4,1,5.712694444444445
2024-01-06,0,10,64.2,2024-01-06 00:00:00,5,1,5.866918109668109
2024-01-06,1,4,32.0,2024-01-06 01:00:00,5,1,3.6739356060606063
2024-01-06,2,1,34.0,2024-01-06 02:00:00,5,1,3.042607142857143
2024-01-06,3,4,36.25,2024-01-06 03:00:00,5,1,1.6033750000000004
2024-01-06,5,2,19.5,2024-01-06 05:00:00,5,1,2.3724166666666666
2024-01-06,6,10,59.3,2024-01-06 06:00:00,5,1,7.04492658730159
2024-01-06,7,4,55.0,2024-01-06 07:00:00,5,1,6.270392857142857
2024-01-06,8,6,68.16666666666667,2024-01-06 08:00:00,5,1,4.167000000000001
2024-01-06,9,4,49.25,2024-01-06 09:00:00,5,1,4.3683154761904746
2024-01-06,10,5,33.6,2024-01-06 10:00:00,5,1,4.780123015873014
2024-01-06,11,9,63.44444444444444,2024-01-06 11:00:00,5,1,7.67924963924964
2024-01-06,12,6,30.5,2024-01-06 12:00:00,5,1,6.139416666666667
2024-01-06,13,8,28.625,2024-01-06 13:00:00,5,1,6.866833333333336
2024-01-06,14,4,42.0,2024-01-06 14:00:00,5,1,4.764700396825393
2024-01-06,15,9,67.33333333333333,2024-01-06 15:00:00,5,1,7.570904761904762
2024-01-06,16,6,50.333333333333336,2024-01-06 16:00:00,5,1,3.3522976190476204
2024-01-06,17,6,64.16666666666667,2024-01-06 17:00:00,5,1,4.259573412698412
2024-01-06,18,10,62.7,2024-01-06 18:00:00,5,1,8.01952380952381
2024-01-06,19,9,48.44444444444444,2024-01-06 19:00:00,5,1,9.965416666666664
2024-01-06,20,10,58.9,2024-01-06 20:00:00,5,1,12.160416666666665
2024-01-06,21,14,59.21428571428572,2024-01-06 21:00:00,5,1,10.875779761904761
2024-01-06,22,9,31.88888888888889,2024-01-06 22:00:00,5,1,8.613337301587297
2024-01-06,23,4,66.25,2024-01-06 23:00:00,5,1,4.307126984126985
2024-01-07,0,3,18.0,2024-01-07 00:00:00,6,1,6.441138888888888
2024-01-07,1,10,61.6,2024-01-07 01:00:00,6,1,7.043773809523811
2024-01-07,2,5,20.4,2024-01-07 02:00:00,6,1,3.154296626984127
2024-01-07,3,3,29.0,2024-01-07 03:00:00,6,1,2.238142857142856
2024-01-07,4,4,59.75,2024-01-07 04:00:00,6,1,2.422113095238095
2024-01-07,5,2,33.0,2024-01-07 05:00:00,6,1,1.691428571428572
2024-01-07,6,8,60.5,2024-01-07 06:00:00,6,1,4.183283730158731
2024-01-07,7,3,68.33333333333333,2024-01-07 07:00:00,6,1,4.0961011904761895
2024-01-07,8,7,63.0,2024-01-07 08:00:00,6,1,7.126011904761904
2024-01-07,9,4,17.5,2024-01-07 09:00:00,6,1,8.51658333333333
2024-01-07,10,3,45.0,2024-01-07 10:00:00,6,1,6.30727886002886
2024-01-07,11,2,61.0,2024-01-07 11:00:00,6,1,5.639452380952382
2024-01-07,12,6,48.0,2024-01-07 12:00:00,6,1,5.83012103174603
2024-01-07,13,4,27.5,2024-01-07 13:00:00,6,1,6.302214285714283
2024-01-07,14,4,67.75,2024-01-07 14:00:00,6,1,6.165315476190477
2024-01-07,15,4,41.0,2024-01-07 15:00:00,6,1,5.682698412698412
2024-01-07,16,6,55.0,2024-01-07 16:00:00,6,1,6.236345238095238
2024-01-07,17,3,64.0,2024-01-07 17:00:00,6,1,4.311319444444445
2024-01-07,18,7,65.85714285714286,2024-01-07 18:00:00,6,1,6.148916666666666
2024-01-07,19,9,58.77777777777778,2024-01-07 19:00:00,6,1,9.569476190476193
2024-01-07,20,8,54.25,2024-01-07 20:00:00,6,1,10.637970238095233
2024-01-07,21,8,63.0,2024-01-07 21:00:00,6,1,14.113680555555554
2024-01-07,22,10,49.3,2024-01-07 22:00:00,6,1,11.782980158730155
2024-01-07,23,6,48.16666666666666,2024-01-07 23:00:00,6,1,7.3537916666666705
2024-01-08,0,5,46.8,2024-01-08 00:00:00,0,1,5.970008477633479
2024-01-08,1,5,55.0,2024-01-08 01:00:00,0,1,6.067954365079364
2024-01-08,2,5,46.8,2024-01-08 02:00:00,0,1,2.514930194805196
2024-01-08,3,3,68.66666666666667,2024-01-08 03:00:00,0,1,2.4133283938283925
2024-01-08,4,2,78.0,2024-01-08 04:00:00,0,1,2.500893578643579
2024-01-08,5,4,35.0,2024-01-08 05:00:00,0,1,2.475647727272726
2024-01-08,6,3,61.66666666666666,2024-01-08 06:00:00,0,1,4.964654942279944
2024-01-08,7,1,40.0,2024-01-08 07:00:00,0,1,4.086624819624821
2024-01-08,8,3,21.33333333333333,2024-01-08 08:00:00,0,1,4.4693203463203455
2024-01-08,9,8,63.625,2024-01-08 09:00:00,0,1,5.299207792207793
2024-01-08,10,3,26.33333333333333,2024-01-08 10:00:00,0,1,7.234810966810968
2024-01-08,11,10,41.9,2024-01-08 11:00:00,0,1,6.542242868242869
2024-01-08,12,2,67.0,2024-01-08 12:00:00,0,1,5.598389249639249
2024-01-08,13,3,61.66666666666666,2024-01-08 13:00:00,0,1,6.7220358946608965
2024-01-08,14,9,61.11111111111112,2024-01-08 14:00:00,0,1,6.820750610500608
2024-01-08,15,9,55.0,2024-01-08 15:00:00,0,1,5.59698611111111
2024-01-08,16,9,61.0,2024-01-08 16:00:00,0,1,8.214860264735265
2024-01-08,17,5,54.8,2024-01-08 17:00:00,0,1,6.157148504273502
2024-01-08,18,10,62.0,2024-01-08 18:00:00,0,1,11.642156746031747
2024-01-08,19,14,47.5,2024-01-08 19:00:00,0,1,10.829458333333331
2024-01-08,20,6,47.5,2024-01-08 20:00:00,0,1,5.059345238095238
2024-01-08,21,6,48.333333333333336,2024-01-08 21:00:00,0,1,12.47001190476191
2024-01-08,22,5,48.0,2024-01-08 22:00:00,0,1,7.72610101010101
2024-01-08,23,2,83.5,2024-01-08 23:00:00,0,1,2.3498780663780674
2024-01-09,0,6,41.0,2024-01-09 00:00:00,1,1,5.648535714285713
2024-01-09,1,4,26.75,2024-01-09 01:00:00,1,1,4.701170634920633
2024-01-09,2,2,70.5,2024-01-09 02:00:00,1,1,2.514256854256855
2024-01-09,5,3,61.333333333333336,2024-01-09 05:00:00,1,1,2.888060966810967
2024-01-09,6,9,36.55555555555556,2024-01-09 06:00:00,1,1,8.224047619047619
2024-01-09,7,4,58.5,2024-01-09 07:00:00,1,1,5.7018388000888
2024-01-09,8,4,53.0,2024-01-09 08:00:00,1,1,6.584785714285712
2024-01-09,9,6,54.5,2024-01-09 09:00:00,1,1,5.990543650793652
2024-01-09,10,6,86.16666666666667,2024-01-09 10:00:00,1,1,6.486861111111113
2024-01-09,11,12,56.91666666666666,2024-01-09 11:00:00,1,1,6.2992516233766205
2024-01-09,12,5,61.8,2024-01-09 12:00:00,1,1,7.070128968253969
2024-01-09,13,3,52.333333333333336,2024-01-09 13:00:00,1,1,6.233940836940839
2024-01-09,14,8,39.125,2024-01-09 14:00:00,1,1,6.534787878787877
2024-01-09,15,5,40.4,2024-01-09 15:00:00,1,1,4.583727272727272
2024-01-09,16,7,31.571428571428573,2024-01-09 16:00:00,1,1,5.765414682539683
2024-01-09,17,4,61.25,2024-01-09 17:00:00,1,1,3.807190476190475
2024-01-09,18,12,66.08333333333333,2024-01-09 18:00:00,1,1,9.085690476190477
2024-01-09,19,11,58.27272727272727,2024-01-09 19:00:00,1,1,10.070023809523812
2024-01-09,20,7,70.0,2024-01-09 20:00:00,1,1,11.952891233766236
2024-01-09,21,8,58.375,2024-01-09 21:00:00,1,1,9.205816017316018
2024-01-09,22,10,63.7,2024-01-09 22:00:00,1,1,9.894390873015876
2024-01-09,23,7,55.285714285714285,2024-01-09 23:00:00,1,1,6.53493981018981
2024-01-10,0,3,24.33333333333333,2024-01-10 00:00:00,2,1,5.092547619047621
2024-01-10,1,5,49.4,2024-01-10 01:00:00,2,1,4.04925
2024-01-10,2,2,48.0,2024-01-10 02:00:00,2,1,3.7880138888888895
2024-01-10,3,1,47.0,2024-01-10 03:00:00,2,1,1.0288333333333335
2024-01-10,4,1,38.0,2024-01-10 04:00:00,2,1,2.1115230880230884
2024-01-10,5,2,34.5,2024-01-10 05:00:00,2,1,2.242397186147186
2024-01-10,6,7,46.85714285714285,2024-01-10 06:00:00,2,1,5.671309523809522
2024-01-10,7,8,44.875,2024-01-10 07:00:00,2,1,6.168472582972586
2024-01-10,8,8,48.375,2024-01-10 08:00:00,2,1,6.5461904761904774
2024-01-10,9,7,81.28571428571429,2024-01-10 09:00:00,2,1,4.42011904761905
2024-01-10,10,7,56.0,2024-01-10 10:00:00,2,1,6.19192261904762
2024-01-10,11,9,51.22222222222222,2024-01-10 11:00:00,2,1,7.82640873015873
2024-01-10,12,7,36.57142857142857,2024-01-10 12:00:00,2,1,7.465107142857148
2024-01-10,13,3,36.0,2024-01-10 13:00:00,2,1,5.006928044178043
2024-01-10,14,7,34.714285714285715,2024-01-10 14:00:00,2,1,6.046224567099569
2024-01-10,15,10,51.5,2024-01-10 15:00:00,2,1,6.632960317460316
2024-01-10,16,3,65.33333333333333,2024-01-10 16:00:00,2,1,6.198325785325786
2024-01-10,17,3,29.33333333333333,2024-01-10 17:00:00,2,1,7.008869047619046
2024-01-10,18,10,60.5,2024-01-10 18:00:00,2,1,7.342083333333332
2024-01-10,19,12,55.333333333333336,2024-01-10 19:00:00,2,1,11.065255952380951
2024-01-10,20,11,68.27272727272727,2024-01-10 20:00:00,2,1,9.424125000000004
2024-01-10,21,8,71.125,2024-01-10 21:00:00,2,1,9.07258928571429
2024-01-10,22,7,42.57142857142857,2024-01-10 22:00:00,2,1,10.933700396825394
2024-01-10,23,5,51.2,2024-01-10 23:00:00,2,1,4.457119047619048
2024-01-11,0,10,53.2,2024-01-11 00:00:00,3,1,6.058077561327565
2024-01-11,1,2,59.5,2024-01-11 01:00:00,3,1,3.3823809523809536
2024-01-11,2,2,40.0,2024-01-11 02:00:00,3,1,2.5436637806637803
2024-01-11,3,4,51.75,2024-01-11 03:00:00,3,1,2.9989623015873033
2024-01-11,4,4,64.5,2024-01-11 04:00:00,3,1,2.5326190476190478
2024-01-11,6,8,39.75,2024-01-11 06:00:00,3,1,4.666738095238095
2024-01-11,7,2,50.0,2024-01-11 07:00:00,3,1,6.939214285714285
2024-01-11,8,7,67.85714285714286,2024-01-11 08:00:00,3,1,7.371101190476191
2024-01-11,9,6,48.66666666666666,2024-01-11 09:00:00,3,1,6.221975233100234
2024-01-11,10,9,59.888888888888886,2024-01-11 10:00:00,3,1,8.013849206349207
2024-01-11,11,10,58.3,2024-01-11 11:00:00,3,1,8.148482142857143
2024-01-11,12,6,72.5,2024-01-11 12:00:00,3,1,4.855428571428571
2024-01-11,13,6,47.5,2024-01-11 13:00:00,3,1,6.71957142857143
2024-01-11,14,6,70.0,2024-01-11 14:00:00,3,1,5.2695833333333315
2024-01-11,15,8,61.5,2024-01-11 15:00:00,3,1,6.7434778138528175
2024-01-11,16,4,51.5,2024-01-11 16:00:00,3,1,7.899260822510818
2024-01-11,17,3,69.33333333333333,2024-01-11 17:00:00,3,1,6.360583333333331
2024-01-11,18,13,73.84615384615384,2024-01-11 18:00:00,3,1,10.520113095238095
2024-01-11,19,12,56.583333333333336,2024-01-11 19:00:00,3,1,11.048472222222218
2024-01-11,20,6,36.333333333333336,2024-01-11 20:00:00,3,1,7.552789682539683
2024-01-11,21,8,56.25,2024-01-11 21:00:00,3,1,9.577380952380953
2024-01-11,22,10,41.9,2024-01-11 22:00:00,3,1,12.04862932900433
2024-01-11,23,7,36.57142857142857,2024-01-11 23:00:00,3,1,5.029976190476191
2024-01-12,0,5,70.8,2024-01-12 00:00:00,4,1,5.551432539682541
2024-01-12,1,5,62.4,2024-01-12 01:00:00,4,1,4.670887445887444
2024-01-12,2,3,47.333333333333336,2024-01-12 02:00:00,4,1,2.8789603174603178
2024-01-12,3,4,49.75,2024-01-12 03:00:00,4,1,2.3917003968253963
2024-01-12,6,5,44.6,2024-01-12 06:00:00,4,1,4.980380952380952
2024-01-12,7,3,58.333333333333336,2024-01-12 07:00:00,4,1,4.007773809523809
2024-01-12,8,6,23.666666666666668,2024-01-12 08:00:00,4,1,4.348611111111113
2024-01-12,9,8,41.75,2024-01-12 09:00:00,4,1,7.426220238095235
2024-01-12,10,3,61.66666666666666,2024-01-12 10:00:00,4,1,6.179347222222223
2024-01-12,11,2,39.5,2024-01-12 11:00:00,4,1,5.266667027417028
2024-01-12,12,4,115.25,2024-01-12 12:00:00,4,1,6.543281746031749
2024-01-12,13,7,70.0,2024-01-12 13:00:00,4,1,6.604214285714289
2024-01-12,14,6,35.666666666666664,2024-01-12 14:00:00,4,1,6.9264623015873035
2024-01-12,15,7,51.42857142857143,2024-01-12 15:00:00,4,1,7.287422619047619
2024-01-12,16,7,59.0,2024-01-12 16:00:00,4,1,7.011523809523811
2024-01-12,17,8,46.875,2024-01-12 17:00:00,4,1,7.088934523809524
2024-01-12,18,11,35.09090909090909,2024-01-12 18:00:00,4,1,10.147416666666665
2024-01-12,19,10,75.0,2024-01-12 19:00:00,4,1,11.495932178932184
2024-01-12,20,10,70.2,2024-01-12 20:00:00,4,1,10.104001984126983
2024-01-12,21,6,53.833333333333336,2024-01-12 21:00:00,4,1,7.977138888888889
2024-01-12,22,11,61.81818181818182,2024-01-12 22:00:00,4,1,9.81772023809524
2024-01-12,23,7,43.42857142857143,2024-01-12 23:00:00,4,1,5.712694444444445
2024-01-13,0,5,35.4,2024-01-13 00:00:00,5,1,5.866918109668109
2024-01-13,1,2,53.5,2024-01-13 01:00:00,5,1,3.6739356060606063
2024-01-13,2,1,31.0,2024-01-13 02:00:00,5,1,3.042607142857143
2024-01-13,4,1,21.0,2024-01-13 04:00:00,5,1,2.0436428571428573
2024-01-13,6,9,70.55555555555556,2024-01-13 06:00:00,5,1,7.04492658730159
2024-01-13,7,4,73.75,2024-01-13 07:00:00,5,1,6.270392857142857
2024-01-13,8,2,22.0,2024-01-13 08:00:00,5,1,4.167000000000001
2024-01-13,9,7,45.57142857142857,2024-01-13 09:00:00,5,1,4.3683154761904746
2024-01-13,10,5,19.0,2024-01-13 10:00:00,5,1,4.780123015873014
2024-01-13,11,7,47.57142857142857,2024-01-13 11:00:00,5,1,7.67924963924964
2024-01-13,12,6,49.16666666666666,2024-01-13 12:00:00,5,1,6.139416666666667
2024-01-13,13,11,70.27272727272727,2024-01-13 13:00:00,5,1,6.866833333333336
2024-01-13,14,5,39.6,2024-01-13 14:00:00,5,1,4.764700396825393
2024-01-13,15,7,30.142857142857142,2024-01-13 15:00:00,5,1,7.570904761904762
2024-01-13,16,2,36.5,2024-01-13 16:00:00,5,1,3.3522976190476204
2024-01-13,17,4,30.75,2024-01-13 17:00:00,5,1,4.259573412698412
2024-01-13,18,10,67.8,2024-01-13 18:00:00,5,1,8.01952380952381
2024-01-13,19,10,40.6,2024-01-13 19:00:00,5,1,9.965416666666664
2024-01-13,20,8,63.375,2024-01-13 20:00:00,5,1,12.160416666666665
2024-01-13,21,9,43.11111111111112,2024-01-13 21:00:00,5,1,10.875779761904761
2024-01-13,22,15,57.13333333333333,2024-01-13 22:00:00,5,1,8.613337301587297
2024-01-13,23,5,38.0,2024-01-13 23:00:00,5,1,4.307126984126985
2024-01-14,0,7,58.71428571428572,2024-01-14 00:00:00,6,1,6.441138888888888
2024-01-14,1,10,47.9,2024-01-14 01:00:00,6,1,7.043773809523811
2024-01-14,2,3,61.0,2024-01-14 02:00:00,6,1,3.154296626984127
2024-01-14,3,2,32.5,2024-01-14 03:00:00,6,1,2.238142857142856
2024-01-14,4,2,10.0,2024-01-14 04:00:00,6,1,2.422113095238095
2024-01-14,5,2,78.5,2024-01-14 05:00:00,6,1,1.691428571428572
2024-01-14,6,11,40.27272727272727,2024-01-14 06:00:00,6,1,4.183283730158731
2024-01-14,7,5,97.6,2024-01-14 07:00:00,6,1,4.0961011904761895
2024-01-14,8,6,43.5,2024-01-14 08:00:00,6,1,7.126011904761904
2024-01-14,9,10,43.9,2024-01-14 09:00:00,6,1,8.51658333333333
2024-01-14,10,10,51.6,2024-01-14 10:00:00,6,1,6.30727886002886
2024-01-14,11,8,40.25,2024-01-14 11:00:00,6,1,5.639452380952382
2024-01-14,12,6,45.833333333333336,2024-01-14 12:00:00,6,1,5.83012103174603
2024-01-14,13,6,48.66666666666666,2024-01-14 13:00:00,6,1,6.302214285714283
2024-01-14,14,7,43.285714285714285,2024-01-14 14:00:00,6,1,6.165315476190477
2024-01-14,15,7,77.0,2024-01-14 15:00:00,6,1,5.682698412698412
2024-01-14,16,7,63.71428571428572,2024-01-14 16:00:00,6,1,6.236345238095238
2024-01-14,17,2,55.5,2024-01-14 17:00:00,6,1,4.311319444444445
2024-01-14,18,4,36.25,2024-01-14 18:00:00,6,1,6.148916666666666
2024-01-14,19,9,59.11111111111112,2024-01-14 19:00:00,6,1,9.569476190476193
2024-01-14,20,11,55.54545454545455,2024-01-14 20:00:00,6,1,10.637970238095233
2024-01-14,21,17,59.294117647058826,2024-01-14 21:00:00,6,1,14.113680555555554
2024-01-14,22,16,64.3125,2024-01-14 22:00:00,6,1,11.782980158730155
2024-01-14,23,5,38.8,2024-01-14 23:00:00,6,1,7.3537916666666705
2024-01-15,0,9,39.333333333333336,2024-01-15 00:00:00,0,1,5.970008477633479
2024-01-15,1,9,44.22222222222222,2024-01-15 01:00:00,0,1,6.067954365079364
2024-01-15,2,2,24.0,2024-01-15 02:00:00,0,1,2.514930194805196
2024-01-15,3,2,38.5,2024-01-15 03:00:00,0,1,2.4133283938283925
2024-01-15,4,2,76.5,2024-01-15 04:00:00,0,1,2.500893578643579
2024-01-15,5,2,39.5,2024-01-15 05:00:00,0,1,2.475647727272726
2024-01-15,6,3,67.33333333333333,2024-01-15 06:00:00,0,1,4.964654942279944
2024-01-15,7,4,41.0,2024-01-15 07:00:00,0,1,4.086624819624821
